-183.640, 77.669, 1.902,  1.765
-183.637, 77.605, 1.906,  1.798
-183.635, 77.542, 1.911,  1.831
-183.632, 77.478, 1.915,  1.864
-183.628, 77.414, 1.920,  1.897
-183.625, 77.350, 1.926,  1.930
-183.622, 77.286, 1.931,  1.963
-183.618, 77.221, 1.937,  1.996
-183.615, 77.157, 1.943,  2.029
-183.611, 77.092, 1.950,  2.062
-183.607, 77.027, 1.956,  2.095
-183.606, 76.961, 1.960,  2.128
-183.605, 76.896, 1.967,  2.161
-183.603, 76.830, 1.974,  2.194
-183.601, 76.764, 1.981,  2.227
-183.599, 76.698, 1.988,  2.260
-183.596, 76.632, 1.995,  2.293
-183.593, 76.565, 2.001,  2.326
-183.590, 76.498, 2.008,  2.359
-183.587, 76.431, 2.014,  2.392
-183.583, 76.364, 2.020,  2.425
-183.580, 76.297, 2.026,  2.458
-183.576, 76.229, 2.032,  2.491
-183.573, 76.161, 2.038,  2.524
-183.569, 76.093, 2.045,  2.557
-183.565, 76.025, 2.051,  2.590
-183.561, 75.957, 2.057,  2.623
-183.560, 75.888, 2.060,  2.656
-183.558, 75.819, 2.067,  2.689
-183.556, 75.750, 2.074,  2.722
-183.554, 75.681, 2.081,  2.755
-183.552, 75.611, 2.087,  2.788
-183.549, 75.542, 2.094,  2.821
-183.546, 75.472, 2.101,  2.854
-183.542, 75.402, 2.107,  2.887
-183.539, 75.331, 2.114,  2.920
-183.535, 75.261, 2.120,  2.953
-183.532, 75.190, 2.127,  2.986
-183.528, 75.119, 2.133,  3.019
-183.524, 75.048, 2.140,  3.052
-183.520, 74.977, 2.147,  3.085
-183.518, 74.905, 2.151,  3.118
-183.517, 74.833, 2.158,  3.151
-183.515, 74.761, 2.165,  3.184
-183.513, 74.689, 2.172,  3.217
-183.510, 74.616, 2.179,  3.250
-183.507, 74.543, 2.186,  3.283
-183.504, 74.470, 2.193,  3.316
-183.500, 74.397, 2.200,  3.349
-183.497, 74.324, 2.207,  3.382
-183.493, 74.250, 2.214,  3.415
-183.489, 74.176, 2.220,  3.448
-183.485, 74.102, 2.227,  3.481
-183.481, 74.028, 2.234,  3.514
-183.477, 73.953, 2.241,  3.547
-183.476, 73.879, 2.244,  3.580
-183.474, 73.804, 2.252,  3.613
-183.472, 73.728, 2.260,  3.646
-183.470, 73.653, 2.267,  3.679
-183.467, 73.577, 2.275,  3.712
-183.464, 73.501, 2.282,  3.745
-183.461, 73.425, 2.289,  3.778
-183.457, 73.349, 2.296,  3.811
-183.453, 73.272, 2.303,  3.844
-183.449, 73.195, 2.310,  3.877
-183.445, 73.118, 2.317,  3.910
-183.441, 73.041, 2.324,  3.943
-183.437, 72.963, 2.331,  3.976
-183.436, 72.885, 2.335,  4.009
-183.434, 72.807, 2.343,  4.042
-183.432, 72.729, 2.351,  4.075
-183.430, 72.651, 2.359,  4.108
-183.427, 72.572, 2.367,  4.141
-183.423, 72.493, 2.374,  4.174
-183.420, 72.413, 2.382,  4.207
-183.416, 72.334, 2.389,  4.240
-183.412, 72.254, 2.396,  4.273
-183.408, 72.174, 2.404,  4.306
-183.404, 72.094, 2.411,  4.339
-183.400, 72.014, 2.418,  4.372
-183.396, 71.933, 2.426,  4.405
-183.394, 71.852, 2.429,  4.438
-183.393, 71.771, 2.438,  4.471
-183.390, 71.689, 2.446,  4.504
-183.388, 71.608, 2.454,  4.537
-183.385, 71.526, 2.463,  4.570
-183.381, 71.443, 2.470,  4.603
-183.378, 71.361, 2.478,  4.636
-183.374, 71.278, 2.486,  4.669
-183.370, 71.195, 2.493,  4.702
-183.366, 71.112, 2.501,  4.735
-183.362, 71.029, 2.509,  4.768
-183.357, 70.945, 2.516,  4.801
-183.353, 70.861, 2.524,  4.834
-183.351, 70.777, 2.527,  4.867
-183.349, 70.692, 2.536,  4.900
-183.347, 70.608, 2.545,  4.933
-183.344, 70.523, 2.554,  4.966
-183.341, 70.437, 2.562,  4.999
-183.338, 70.352, 2.570,  5.032
-183.334, 70.266, 2.579,  5.065
-183.330, 70.180, 2.587,  5.098
-183.326, 70.094, 2.595,  5.131
-183.321, 70.007, 2.603,  5.164
-183.317, 69.920, 2.610,  5.197
-183.312, 69.833, 2.618,  5.230
-183.311, 69.746, 2.622,  5.263
-183.309, 69.658, 2.631,  5.296
-183.307, 69.570, 2.640,  5.329
-183.304, 69.482, 2.649,  5.362
-183.300, 69.394, 2.657,  5.395
-183.297, 69.305, 2.666,  5.428
-183.293, 69.216, 2.674,  5.461
-183.289, 69.127, 2.683,  5.494
-183.284, 69.037, 2.691,  5.527
-183.280, 68.947, 2.700,  5.560
-183.275, 68.857, 2.708,  5.593
-183.274, 68.767, 2.712,  5.626
-183.272, 68.676, 2.721,  5.659
-183.270, 68.585, 2.731,  5.692
-183.267, 68.494, 2.740,  5.725
-183.263, 68.403, 2.749,  5.758
-183.260, 68.311, 2.758,  5.791
-183.256, 68.219, 2.767,  5.824
-183.251, 68.126, 2.775,  5.857
-183.247, 68.034, 2.784,  5.890
-183.242, 67.941, 2.792,  5.923
-183.238, 67.848, 2.801,  5.956
-183.233, 67.754, 2.809,  5.989
-183.231, 67.660, 2.814,  6.022
-183.229, 67.566, 2.823,  6.055
-183.227, 67.472, 2.833,  6.088
-183.224, 67.377, 2.842,  6.121
-183.220, 67.283, 2.852,  6.154
-183.216, 67.187, 2.861,  6.187
-183.212, 67.092, 2.870,  6.220
-183.208, 66.996, 2.879,  6.253
-183.203, 66.900, 2.888,  6.286
-183.198, 66.804, 2.897,  6.319
-183.197, 66.707, 2.902,  6.352
-183.195, 66.610, 2.912,  6.385
-183.193, 66.513, 2.922,  6.418
-183.189, 66.415, 2.932,  6.451
-183.186, 66.317, 2.941,  6.484
-183.182, 66.219, 2.951,  6.517
-183.178, 66.120, 2.960,  6.550
-183.173, 66.021, 2.970,  6.583
-183.169, 65.922, 2.979,  6.616
-183.164, 65.823, 2.988,  6.649
-183.159, 65.723, 2.998,  6.682
-183.157, 65.623, 3.003,  6.715
-183.155, 65.523, 3.013,  6.748
-183.153, 65.422, 3.023,  6.781
-183.150, 65.321, 3.033,  6.814
-183.146, 65.220, 3.043,  6.847
-183.142, 65.118, 3.053,  6.880
-183.137, 65.016, 3.063,  6.913
-183.133, 64.914, 3.073,  6.946
-183.128, 64.812, 3.082,  6.979
-183.123, 64.709, 3.092,  7.012
-183.121, 64.605, 3.097,  7.045
-183.119, 64.502, 3.108,  7.078
-183.117, 64.398, 3.118,  7.111
-183.113, 64.294, 3.129,  7.144
-183.109, 64.190, 3.139,  7.177
-183.105, 64.085, 3.149,  7.210
-183.101, 63.980, 3.159,  7.243
-183.096, 63.874, 3.169,  7.276
-183.091, 63.768, 3.179,  7.309
-183.086, 63.662, 3.189,  7.342
-183.084, 63.556, 3.195,  7.375
-183.082, 63.449, 3.205,  7.408
-183.080, 63.342, 3.216,  7.441
-183.076, 63.235, 3.227,  7.474
-183.072, 63.127, 3.238,  7.507
-183.068, 63.019, 3.248,  7.540
-183.063, 62.910, 3.259,  7.573
-183.059, 62.801, 3.269,  7.606
-183.054, 62.692, 3.280,  7.639
-183.048, 62.583, 3.290,  7.672
-183.046, 62.473, 3.296,  7.705
-183.044, 62.363, 3.307,  7.738
-183.042, 62.252, 3.318,  7.771
-183.038, 62.142, 3.329,  7.804
-183.034, 62.030, 3.340,  7.837
-183.030, 61.919, 3.351,  7.870
-183.025, 61.807, 3.362,  7.903
-183.020, 61.695, 3.372,  7.936
-183.015, 61.582, 3.383,  7.969
-183.013, 61.469, 3.390,  8.002
-183.011, 61.356, 3.401,  8.035
-183.008, 61.242, 3.413,  8.068
-183.004, 61.128, 3.424,  8.101
-183.000, 61.014, 3.435,  8.134
-182.996, 60.899, 3.446,  8.167
-182.991, 60.784, 3.457,  8.200
-182.986, 60.669, 3.468,  8.233
-182.981, 60.553, 3.479,  8.266
-182.979, 60.437, 3.487,  8.299
-182.977, 60.321, 3.498,  8.332
-182.974, 60.204, 3.510,  8.365
-182.970, 60.086, 3.522,  8.398
-182.966, 59.969, 3.533,  8.431
-182.961, 59.851, 3.545,  8.464
-182.957, 59.732, 3.556,  8.497
-182.951, 59.614, 3.567,  8.530
-182.946, 59.495, 3.579,  8.563
-182.944, 59.375, 3.586,  8.596
-182.942, 59.255, 3.598,  8.629
-182.939, 59.135, 3.610,  8.662
-182.935, 59.015, 3.622,  8.695
-182.931, 58.894, 3.634,  8.728
-182.926, 58.772, 3.646,  8.761
-182.921, 58.651, 3.657,  8.794
-182.916, 58.528, 3.669,  8.827
-182.911, 58.406, 3.681,  8.860
-182.908, 58.283, 3.688,  8.893
-182.906, 58.160, 3.701,  8.926
-182.903, 58.036, 3.713,  8.959
-182.900, 57.912, 3.726,  8.992
-182.895, 57.788, 3.738,  9.025
-182.890, 57.663, 3.750,  9.058
-182.885, 57.538, 3.762,  9.091
-182.880, 57.412, 3.774,  9.124
-182.878, 57.286, 3.783,  9.157
-182.875, 57.160, 3.795,  9.190
-182.873, 57.033, 3.808,  9.223
-182.869, 56.906, 3.821,  9.256
-182.864, 56.778, 3.833,  9.289
-182.860, 56.650, 3.846,  9.322
-182.854, 56.522, 3.858,  9.355
-182.849, 56.393, 3.871,  9.388
-182.843, 56.264, 3.883,  9.421
-182.841, 56.134, 3.891,  9.454
-182.839, 56.004, 3.904,  9.487
-182.836, 55.874, 3.917,  9.520
-182.832, 55.743, 3.929,  9.553
-182.827, 55.612, 3.942,  9.586
-182.822, 55.480, 3.955,  9.619
-182.817, 55.348, 3.967,  9.652
-182.811, 55.216, 3.980,  9.685
-182.809, 55.083, 3.988,  9.718
-182.807, 54.949, 4.001,  9.751
-182.804, 54.816, 4.014,  9.784
-182.800, 54.682, 4.027,  9.817
-182.795, 54.547, 4.040,  9.850
-182.790, 54.412, 4.053,  9.883
-182.785, 54.277, 4.066,  9.916
-182.779, 54.141, 4.079,  9.949
-182.776, 54.005, 4.088,  9.982
-182.774, 53.868, 4.101, 10.015
-182.771, 53.731, 4.115, 10.048
-182.767, 53.594, 4.128, 10.081
-182.762, 53.456, 4.141, 10.114
-182.757, 53.318, 4.154, 10.147
-182.751, 53.179, 4.168, 10.180
-182.749, 53.040, 4.178, 10.213
-182.747, 52.900, 4.191, 10.246
-182.744, 52.760, 4.205, 10.279
-182.740, 52.620, 4.219, 10.312
-182.735, 52.479, 4.232, 10.345
-182.730, 52.338, 4.245, 10.378
-182.724, 52.196, 4.259, 10.411
-182.718, 52.054, 4.272, 10.444
-182.716, 51.911, 4.282, 10.477
-182.714, 51.768, 4.296, 10.510
-182.711, 51.624, 4.310, 10.543
-182.706, 51.481, 4.324, 10.576
-182.702, 51.336, 4.338, 10.609
-182.696, 51.191, 4.352, 10.642
-182.691, 51.046, 4.366, 10.675
-182.688, 50.900, 4.376, 10.708
-182.686, 50.754, 4.390, 10.741
-182.683, 50.607, 4.405, 10.774
-182.678, 50.460, 4.419, 10.807
-182.674, 50.313, 4.433, 10.840
-182.668, 50.164, 4.448, 10.873
-182.663, 50.016, 4.462, 10.906
-182.657, 49.867, 4.476, 10.939
-182.654, 49.718, 4.486, 10.972
-182.652, 49.568, 4.501, 11.005
-182.649, 49.417, 4.515, 11.038
-182.644, 49.266, 4.530, 11.071
-182.639, 49.115, 4.544, 11.104
-182.634, 48.963, 4.559, 11.137
-182.628, 48.811, 4.573, 11.170
-182.625, 48.659, 4.585, 11.203
-182.623, 48.505, 4.599, 11.236
-182.619, 48.352, 4.615, 11.269
-182.615, 48.198, 4.630, 11.302
-182.610, 48.043, 4.644, 11.335
-182.604, 47.888, 4.659, 11.368
-182.598, 47.732, 4.674, 11.401
-182.596, 47.576, 4.686, 11.434
-182.593, 47.420, 4.701, 11.467
-182.590, 47.263, 4.717, 11.500
-182.586, 47.105, 4.732, 11.533
-182.580, 46.947, 4.747, 11.566
-182.575, 46.788, 4.762, 11.599
-182.572, 46.629, 4.775, 11.632
-182.569, 46.470, 4.790, 11.665
-182.566, 46.310, 4.806, 11.698
-182.562, 46.149, 4.821, 11.731
-182.557, 45.988, 4.837, 11.764
-182.551, 45.827, 4.852, 11.797
-182.545, 45.665, 4.868, 11.830
-182.542, 45.502, 4.880, 11.863
-182.540, 45.339, 4.896, 11.896
-182.537, 45.176, 4.912, 11.929
-182.533, 45.011, 4.927, 11.962
-182.527, 44.847, 4.943, 11.995
-182.522, 44.682, 4.959, 12.028
-182.516, 44.516, 4.975, 12.061
-182.513, 44.350, 4.987, 12.094
-182.510, 44.183, 5.003, 12.127
-182.507, 44.016, 5.020, 12.160
-182.502, 43.849, 5.036, 12.193
-182.497, 43.680, 5.051, 12.226
-182.491, 43.512, 5.058, 12.259
-182.488, 43.344, 5.044, 12.292
-182.486, 43.177, 5.022, 12.325
-182.482, 43.010, 5.005, 12.358
-182.478, 42.843, 5.015, 12.391
-182.473, 42.675, 5.069, 12.424
-182.467, 42.504, 5.122, 12.457
-182.465, 42.332, 5.167, 12.490
-182.462, 42.158, 5.208, 12.523
-182.459, 41.984, 5.229, 12.556
-182.454, 41.810, 5.226, 12.589
-182.449, 41.636, 5.218, 12.622
-182.444, 41.463, 5.211, 12.655
-182.438, 41.289, 5.207, 12.688
-182.435, 41.116, 5.205, 12.721
-182.433, 40.943, 5.210, 12.754
-182.430, 40.769, 5.218, 12.787
-182.425, 40.595, 5.231, 12.820
-182.420, 40.420, 5.247, 12.853
-182.414, 40.245, 5.268, 12.886
-182.411, 40.068, 5.292, 12.919
-182.409, 39.891, 5.322, 12.952
-182.405, 39.713, 5.354, 12.985
-182.401, 39.533, 5.386, 13.018
-182.395, 39.353, 5.420, 13.051
-182.390, 39.171, 5.453, 13.084
-182.387, 38.989, 5.485, 13.117
-182.384, 38.805, 5.518, 13.150
-182.381, 38.620, 5.547, 13.183
-182.376, 38.435, 5.573, 13.216
-182.370, 38.248, 5.597, 13.249
-182.365, 38.061, 5.617, 13.282
-182.362, 37.874, 5.633, 13.315
-182.359, 37.686, 5.650, 13.348
-182.355, 37.497, 5.663, 13.381
-182.351, 37.308, 5.675, 13.414
-182.345, 37.119, 5.685, 13.447
-182.339, 36.930, 5.694, 13.480
-182.336, 36.740, 5.702, 13.513
-182.334, 36.549, 5.712, 13.546
-182.330, 36.359, 5.722, 13.579
-182.325, 36.168, 5.733, 13.612
-182.320, 35.977, 5.745, 13.645
-182.317, 35.785, 5.758, 13.678
-182.314, 35.593, 5.774, 13.711
-182.310, 35.400, 5.791, 13.744
-182.306, 35.206, 5.809, 13.777
-182.300, 35.012, 5.829, 13.810
-182.295, 34.817, 5.850, 13.843
-182.292, 34.622, 5.872, 13.876
-182.289, 34.426, 5.897, 13.909
-182.285, 34.228, 5.921, 13.942
-182.281, 34.030, 5.946, 13.975
-182.275, 33.832, 5.970, 14.008
-182.272, 33.632, 5.993, 14.041
-182.269, 33.432, 6.018, 14.074
-182.266, 33.230, 6.041, 14.107
-182.261, 33.028, 6.062, 14.140
-182.256, 32.826, 6.083, 14.173
-182.250, 32.623, 6.103, 14.206
-182.247, 32.419, 6.120, 14.239
-182.244, 32.214, 6.140, 14.272
-182.240, 32.009, 6.158, 14.305
-182.236, 31.804, 6.175, 14.338
-182.230, 31.598, 6.192, 14.371
-182.227, 31.391, 6.208, 14.404
-182.224, 31.184, 6.225, 14.437
-182.220, 30.976, 6.243, 14.470
-182.216, 30.767, 6.260, 14.503
-182.210, 30.558, 6.278, 14.536
-182.207, 30.349, 6.296, 14.569
-182.204, 30.138, 6.316, 14.602
-182.201, 29.927, 6.336, 14.635
-182.196, 29.716, 6.356, 14.668
-182.190, 29.503, 6.377, 14.701
-182.184, 29.290, 6.399, 14.734
-182.181, 29.076, 6.419, 14.767
-182.179, 28.862, 6.443, 14.800
-182.175, 28.646, 6.466, 14.833
-182.170, 28.430, 6.489, 14.866
-182.164, 28.213, 6.512, 14.899
-182.161, 27.996, 6.533, 14.932
-182.158, 27.778, 6.556, 14.965
-182.154, 27.558, 6.579, 14.998
-182.149, 27.339, 6.600, 15.031
-182.143, 27.118, 6.621, 15.064
-182.140, 26.897, 6.641, 15.097
-182.137, 26.675, 6.662, 15.130
-182.134, 26.453, 6.683, 15.163
-182.129, 26.229, 6.704, 15.196
-182.123, 26.006, 6.724, 15.229
-182.120, 25.781, 6.743, 15.262
-182.117, 25.556, 6.764, 15.295
-182.113, 25.330, 6.785, 15.328
-182.108, 25.103, 6.806, 15.361
-182.105, 24.876, 6.826, 15.394
-182.102, 24.648, 6.848, 15.427
-182.098, 24.419, 6.870, 15.460
-182.093, 24.189, 6.893, 15.493
-182.087, 23.959, 6.915, 15.526
-182.084, 23.728, 6.937, 15.559
-182.082, 23.496, 6.960, 15.592
-182.078, 23.264, 6.984, 15.625
-182.073, 23.030, 7.007, 15.658
-182.067, 22.796, 7.030, 15.691
-182.064, 22.561, 7.051, 15.724
-182.061, 22.326, 7.074, 15.757
-182.057, 22.089, 7.097, 15.790
-182.053, 21.852, 7.120, 15.823
-182.047, 21.614, 7.142, 15.856
-182.044, 21.376, 7.163, 15.889
-182.041, 21.137, 7.186, 15.922
-182.037, 20.896, 7.209, 15.955
-182.032, 20.656, 7.232, 15.988
-182.029, 20.414, 7.254, 16.021
-182.025, 20.172, 7.277, 16.054
-182.021, 19.929, 7.301, 16.087
-182.016, 19.685, 7.324, 16.120
-182.011, 19.440, 7.347, 16.153
-182.008, 19.195, 7.369, 16.186
-182.005, 18.948, 7.394, 16.219
-182.001, 18.701, 7.418, 16.252
-181.996, 18.453, 7.442, 16.285
-181.992, 18.205, 7.465, 16.318
-181.989, 17.955, 7.490, 16.351
-181.985, 17.705, 7.514, 16.384
-181.980, 17.454, 7.538, 16.417
-181.976, 17.202, 7.562, 16.450
-181.973, 16.950, 7.587, 16.483
-181.969, 16.696, 7.611, 16.516
-181.964, 16.442, 7.635, 16.549
-181.961, 16.187, 7.658, 16.582
-181.957, 15.931, 7.683, 16.615
-181.953, 15.674, 7.707, 16.648
-181.948, 15.417, 7.731, 16.681
-181.945, 15.158, 7.755, 16.714
-181.941, 14.899, 7.779, 16.747
-181.937, 14.639, 7.804, 16.780
-181.934, 14.379, 7.828, 16.813
-181.931, 14.117, 7.853, 16.846
-181.927, 13.855, 7.878, 16.879
-181.922, 13.592, 7.903, 16.912
-181.919, 13.328, 7.928, 16.945
-181.915, 13.063, 7.954, 16.978
-181.912, 12.797, 7.980, 17.011
-181.907, 12.530, 8.005, 17.044
-181.903, 12.263, 8.031, 17.077
-181.900, 11.994, 8.057, 17.110
-181.896, 11.725, 8.083, 17.143
-181.891, 11.455, 8.109, 17.176
-181.888, 11.184, 8.135, 17.209
-181.885, 10.912, 8.162, 17.242
-181.881, 10.640, 8.188, 17.275
-181.878, 10.366, 8.215, 17.308
-181.874, 10.092, 8.241, 17.341
-181.870, 9.816, 8.268, 17.374
-181.865, 9.540, 8.294, 17.407
-181.862, 9.263, 8.320, 17.440
-181.859, 8.985, 8.347, 17.473
-181.855, 8.706, 8.373, 17.506
-181.850, 8.426, 8.400, 17.539
-181.847, 8.146, 8.426, 17.572
-181.843, 7.864, 8.454, 17.605
-181.839, 7.582, 8.481, 17.638
-181.836, 7.298, 8.508, 17.671
-181.833, 7.014, 8.535, 17.704
-181.829, 6.729, 8.563, 17.737
-181.824, 6.443, 8.590, 17.770
-181.820, 6.156, 8.617, 17.803
-181.817, 5.868, 8.645, 17.836
-181.813, 5.579, 8.673, 17.869
-181.810, 5.289, 8.701, 17.902
-181.807, 4.999, 8.729, 17.935
-181.803, 4.707, 8.757, 17.968
-181.798, 4.414, 8.786, 18.001
-181.794, 4.121, 8.814, 18.034
-181.791, 3.826, 8.842, 18.067
-181.787, 3.531, 8.871, 18.100
-181.784, 3.234, 8.899, 18.133
-181.781, 2.937, 8.928, 18.166
-181.777, 2.639, 8.957, 18.199
-181.772, 2.340, 8.985, 18.232
-181.768, 2.039, 9.014, 18.265
-181.765, 1.738, 9.043, 18.298
-181.761, 1.436, 9.072, 18.331
-181.758, 1.133, 9.101, 18.364
-181.754, 0.829, 9.130, 18.397
-181.750, 0.524, 9.160, 18.430
-181.747, 0.218, 9.189, 18.463
-181.743, -0.089, 9.219, 18.496
-181.739, -0.397, 9.249, 18.529
-181.735, -0.706, 9.279, 18.562
-181.731, -1.016, 9.308, 18.595
-181.728, -1.327, 9.338, 18.628
-181.724, -1.639, 9.369, 18.661
-181.721, -1.953, 9.399, 18.694
-181.717, -2.267, 9.429, 18.727
-181.713, -2.582, 9.460, 18.760
-181.710, -2.898, 9.490, 18.793
-181.706, -3.215, 9.521, 18.826
-181.702, -3.533, 9.552, 18.859
-181.699, -3.852, 9.582, 18.892
-181.695, -4.172, 9.613, 18.925
-181.691, -4.493, 9.644, 18.958
-181.688, -4.816, 9.675, 18.991
-181.685, -5.139, 9.707, 19.024
-181.681, -5.463, 9.738, 19.057
-181.676, -5.789, 9.769, 19.090
-181.673, -6.115, 9.800, 19.123
-181.669, -6.443, 9.832, 19.156
-181.665, -6.771, 9.864, 19.189
-181.662, -7.101, 9.895, 19.222
-181.658, -7.431, 9.928, 19.255
-181.654, -7.763, 9.960, 19.288
-181.651, -8.096, 9.992, 19.321
-181.647, -8.430, 10.024, 19.354
-181.643, -8.765, 10.057, 19.387
-181.640, -9.101, 10.089, 19.420
-181.636, -9.438, 10.122, 19.453
-181.632, -9.776, 10.155, 19.486
-181.629, -10.115, 10.187, 19.519
-181.625, -10.456, 10.220, 19.552
-181.621, -10.797, 10.253, 19.585
-181.617, -11.140, 10.286, 19.618
-181.614, -11.483, 10.320, 19.651
-181.610, -11.828, 10.353, 19.684
-181.606, -12.174, 10.386, 19.717
-181.603, -12.521, 10.420, 19.750
-181.599, -12.869, 10.454, 19.783
-181.595, -13.219, 10.488, 19.816
-181.592, -13.569, 10.522, 19.849
-181.589, -13.921, 10.556, 19.882
-181.585, -14.273, 10.590, 19.915
-181.581, -14.627, 10.624, 19.948
-181.578, -14.982, 10.659, 19.981
-181.574, -15.338, 10.693, 20.014
-181.570, -15.696, 10.728, 20.047
-181.567, -16.054, 10.763, 20.080
-181.563, -16.414, 10.798, 20.113
-181.559, -16.775, 10.832, 20.146
-181.556, -17.137, 10.867, 20.179
-181.552, -17.500, 10.903, 20.212
-181.548, -17.864, 10.938, 20.245
-181.545, -18.229, 10.973, 20.278
-181.541, -18.596, 11.009, 20.311
-181.538, -18.964, 11.045, 20.344
-181.535, -19.333, 11.081, 20.377
-181.531, -19.703, 11.116, 20.410
-181.527, -20.075, 11.152, 20.443
-181.523, -20.447, 11.189, 20.476
-181.519, -20.821, 11.225, 20.509
-181.516, -21.196, 11.261, 20.542
-181.513, -21.573, 11.298, 20.575
-181.508, -21.950, 11.335, 20.608
-181.505, -22.329, 11.371, 20.641
-181.501, -22.709, 11.408, 20.674
-181.498, -23.090, 11.446, 20.707
-181.495, -23.472, 11.483, 20.740
-181.491, -23.856, 11.520, 20.773
-181.487, -24.241, 11.558, 20.806
-181.483, -24.627, 11.596, 20.839
-181.479, -25.015, 11.634, 20.872
-181.476, -25.404, 11.672, 20.905
-181.472, -25.794, 11.710, 20.938
-181.469, -26.185, 11.749, 20.971
-181.465, -26.578, 11.787, 21.004
-181.461, -26.971, 11.826, 21.037
-181.457, -27.367, 11.865, 21.070
-181.454, -27.763, 11.904, 21.103
-181.450, -28.161, 11.943, 21.136
-181.447, -28.560, 11.982, 21.169
-181.443, -28.960, 12.022, 21.202
-181.439, -29.362, 12.061, 21.235
-181.435, -29.765, 12.101, 21.268
-181.432, -30.169, 12.140, 21.301
-181.429, -30.575, 12.180, 21.334
-181.424, -30.982, 12.220, 21.367
-181.421, -31.390, 12.260, 21.400
-181.417, -31.800, 12.300, 21.433
-181.414, -32.211, 12.341, 21.466
-181.410, -32.623, 12.381, 21.499
-181.406, -33.037, 12.422, 21.532
-181.402, -33.452, 12.462, 21.565
-181.398, -33.869, 12.503, 21.598
-181.395, -34.286, 12.544, 21.631
-181.391, -34.706, 12.585, 21.664
-181.387, -35.126, 12.626, 21.697
-181.384, -35.548, 12.668, 21.730
-181.380, -35.971, 12.709, 21.763
-181.376, -36.396, 12.751, 21.796
-181.373, -36.822, 12.792, 21.829
-181.369, -37.250, 12.834, 21.862
-181.365, -37.678, 12.876, 21.895
-181.361, -38.109, 12.919, 21.928
-181.357, -38.540, 12.961, 21.961
-181.354, -38.974, 13.004, 21.994
-181.350, -39.408, 13.047, 22.027
-181.346, -39.844, 13.090, 22.060
-181.342, -40.281, 13.133, 22.093
-181.339, -40.720, 13.176, 22.126
-181.335, -41.161, 13.219, 22.159
-181.331, -41.602, 13.263, 22.192
-181.327, -42.046, 13.307, 22.225
-181.323, -42.490, 13.350, 22.258
-181.320, -42.936, 13.394, 22.291
-181.316, -43.384, 13.438, 22.324
-181.312, -43.833, 13.482, 22.357
-181.308, -44.283, 13.526, 22.390
-181.304, -44.735, 13.571, 22.423
-181.300, -45.189, 13.615, 22.456
-181.297, -45.644, 13.660, 22.489
-181.293, -46.100, 13.705, 22.522
-181.289, -46.558, 13.750, 22.555
-181.285, -47.018, 13.795, 22.588
-181.281, -47.479, 13.840, 22.621
-181.277, -47.941, 13.886, 22.654
-181.274, -48.405, 13.932, 22.687
-181.270, -48.871, 13.977, 22.720
-181.265, -49.338, 14.023, 22.753
-181.261, -49.806, 14.069, 22.786
-181.257, -50.277, 14.116, 22.819
-181.254, -50.748, 14.162, 22.852
-181.250, -51.222, 14.209, 22.885
-181.246, -51.696, 14.255, 22.918
-181.242, -52.173, 14.302, 22.951
-181.238, -52.651, 14.349, 22.984
-181.234, -53.130, 14.397, 23.017
-181.230, -53.611, 14.444, 23.050
